Entity,Code,Year,Gas (% equivalent primary energy)
Canada,CAN,1965,15.59961
Canada,CAN,1966,16.041811
Canada,CAN,1967,16.291702
Canada,CAN,1968,17.04682
Canada,CAN,1969,17.961824
Canada,CAN,1970,18.535017
Canada,CAN,1971,19.18201
Canada,CAN,1972,20.045338
Canada,CAN,1973,19.630213
Canada,CAN,1974,19.238176
Canada,CAN,1975,20.165754
Canada,CAN,1976,19.427595
Canada,CAN,1977,19.263805
Canada,CAN,1978,19.081577
Canada,CAN,1979,18.819376
Canada,CAN,1980,18.346128
Canada,CAN,1981,17.906832
Canada,CAN,1982,19.551798
Canada,CAN,1983,18.747396
Canada,CAN,1984,19.561947
Canada,CAN,1985,19.865099
Canada,CAN,1986,18.934778
Canada,CAN,1987,18.567524
Canada,CAN,1988,19.64822
Canada,CAN,1989,21.032898
Canada,CAN,1990,21.192854
Canada,CAN,1991,21.252808
Canada,CAN,1992,21.941133
Canada,CAN,1993,22.706926
Canada,CAN,1994,22.644453
Canada,CAN,1995,22.84284
Canada,CAN,1996,22.612957
Canada,CAN,1997,22.944721
Canada,CAN,1998,22.886776
Canada,CAN,1999,23.709818
Canada,CAN,2000,24.460857
Canada,CAN,2001,23.527407
Canada,CAN,2002,23.68189
Canada,CAN,2003,24.194096
Canada,CAN,2004,23.306318
Canada,CAN,2005,23.091442
Canada,CAN,2006,23.084478
Canada,CAN,2007,23.917301
Canada,CAN,2008,23.917671
Canada,CAN,2009,24.135235
Canada,CAN,2010,24.40309
Canada,CAN,2011,25.8221
Canada,CAN,2012,25.455067
Canada,CAN,2013,26.366419
Canada,CAN,2014,27.407307
Canada,CAN,2015,27.351566
Canada,CAN,2016,26.436827
Canada,CAN,2017,27.17636
Canada,CAN,2018,28.508917
Canada,CAN,2019,28.84261
Canada,CAN,2020,29.844898
Canada,CAN,2021,30.432478
Canada,CAN,2022,30.960443
Central America (EI),,1971,0
Central America (EI),,1972,0
Central America (EI),,1973,0
Central America (EI),,1974,0
Central America (EI),,1975,0
Central America (EI),,1976,0
Central America (EI),,1977,0
Central America (EI),,1978,0
Central America (EI),,1979,0
Central America (EI),,1980,0
Central America (EI),,1981,0
Central America (EI),,1982,0
Central America (EI),,1983,0
Central America (EI),,1984,0
Central America (EI),,1985,0
Central America (EI),,1986,0
Central America (EI),,1987,0
Central America (EI),,1988,0
Central America (EI),,1989,0
Central America (EI),,1990,0
Central America (EI),,1991,0
Central America (EI),,1992,0
Central America (EI),,1993,0
Central America (EI),,1994,0
Central America (EI),,1995,0
Central America (EI),,1996,0
Central America (EI),,1997,0
Central America (EI),,1998,0
Central America (EI),,1999,0
Central America (EI),,2000,0
Central America (EI),,2001,0
Central America (EI),,2002,0
Central America (EI),,2003,0
Central America (EI),,2004,0
Central America (EI),,2005,0
Central America (EI),,2006,0
Central America (EI),,2007,0
Central America (EI),,2008,0
Central America (EI),,2009,0
Central America (EI),,2010,0
Central America (EI),,2011,0
Central America (EI),,2012,0
Central America (EI),,2013,0
Central America (EI),,2014,0
Central America (EI),,2015,0
Central America (EI),,2016,0
Central America (EI),,2017,0
Central America (EI),,2018,0.4674424
Central America (EI),,2019,1.1726366
Central America (EI),,2020,0.95282626
Central America (EI),,2021,0.66823876
Central America (EI),,2022,1.4325981
Chile,CHL,1965,8.529005
Chile,CHL,1966,8.305742
Chile,CHL,1967,7.221239
Chile,CHL,1968,6.1977787
Chile,CHL,1969,7.56732
Chile,CHL,1970,7.156114
Chile,CHL,1971,6.7442036
Chile,CHL,1972,6.0263233
Chile,CHL,1973,4.8904653
Chile,CHL,1974,5.084817
Chile,CHL,1975,6.371959
Chile,CHL,1976,6.6999717
Chile,CHL,1977,6.5872335
Chile,CHL,1978,5.91862
Chile,CHL,1979,6.6345415
Chile,CHL,1980,6.5790167
Chile,CHL,1981,6.441997
Chile,CHL,1982,7.129849
Chile,CHL,1983,7.405483
Chile,CHL,1984,7.2958136
Chile,CHL,1985,7.195618
Chile,CHL,1986,6.335995
Chile,CHL,1987,5.8568735
Chile,CHL,1988,7.3760195
Chile,CHL,1989,10.408335
Chile,CHL,1990,10.61131
Chile,CHL,1991,11.11989
Chile,CHL,1992,11.206349
Chile,CHL,1993,10.979997
Chile,CHL,1994,10.086327
Chile,CHL,1995,8.968051
Chile,CHL,1996,8.609735
Chile,CHL,1997,10.246744
Chile,CHL,1998,14.129496
Chile,CHL,1999,18.53482
Chile,CHL,2000,22.817997
Chile,CHL,2001,25.37189
Chile,CHL,2002,24.99279
Chile,CHL,2003,26.896626
Chile,CHL,2004,27.34547
Chile,CHL,2005,25.488585
Chile,CHL,2006,22.7989
Chile,CHL,2007,13.452808
Chile,CHL,2008,7.487426
Chile,CHL,2009,7.886962
Chile,CHL,2010,15.770822
Chile,CHL,2011,15.131803
Chile,CHL,2012,13.161722
Chile,CHL,2013,12.839792
Chile,CHL,2014,10.74131
Chile,CHL,2015,11.646399
Chile,CHL,2016,13.635066
Chile,CHL,2017,12.467273
Chile,CHL,2018,12.037024
Chile,CHL,2019,13.741249
Chile,CHL,2020,14.092093
Chile,CHL,2021,14.308125
Chile,CHL,2022,15.014781
China,CHN,1965,0.72168803
China,CHN,1966,0.80904233
China,CHN,1967,0.9802916
China,CHN,1968,0.9303202
China,CHN,1969,1.0705793
China,CHN,1970,1.2247863
China,CHN,1971,1.3461616
China,CHN,1972,1.6158783
China,CHN,1973,1.8911961
China,CHN,1974,2.3090308
China,CHN,1975,2.423518
China,CHN,1976,2.627072
China,CHN,1977,2.8911006
China,CHN,1978,2.9874585
China,CHN,1979,3.0646844
China,CHN,1980,2.9792132
China,CHN,1981,2.6953447
China,CHN,1982,2.415945
China,CHN,1983,2.3229046
China,CHN,1984,2.203599
China,CHN,1985,2.1188495
China,CHN,1986,2.1520815
China,CHN,1987,2.014213
China,CHN,1988,1.9247297
China,CHN,1989,1.9354943
China,CHN,1990,1.9422842
China,CHN,1991,1.8724607
China,CHN,1992,1.8138522
China,CHN,1993,1.7865863
China,CHN,1994,1.7611159
China,CHN,1995,1.7270489
China,CHN,1996,1.7177466
China,CHN,1997,1.8029584
China,CHN,1998,1.8559359
China,CHN,1999,1.9025949
China,CHN,2000,2.0928097
China,CHN,2001,2.2169714
China,CHN,2002,2.1658697
China,CHN,2003,2.160393
China,CHN,2004,2.1602287
China,CHN,2005,2.23402
China,CHN,2006,2.5070648
China,CHN,2007,2.8375206
China,CHN,2008,3.1489644
China,CHN,2009,3.3220797
China,CHN,2010,3.7470925
China,CHN,2011,4.3132677
China,CHN,2012,4.62471
China,CHN,2013,5.0772676
China,CHN,2014,5.4237204
China,CHN,2015,5.541208
China,CHN,2016,5.9368277
China,CHN,2017,6.5826497
China,CHN,2018,7.3908405
China,CHN,2019,7.6697893
China,CHN,2020,8.108561
China,CHN,2021,8.667457
China,CHN,2022,8.485534
Colombia,COL,1965,9.164472
Colombia,COL,1966,8.493118
Colombia,COL,1967,9.968838
Colombia,COL,1968,9.786212
Colombia,COL,1969,10.555034
Colombia,COL,1970,9.362945
Colombia,COL,1971,9.850938
Colombia,COL,1972,10.437545
Colombia,COL,1973,11.182333
Colombia,COL,1974,10.400654
Colombia,COL,1975,10.371872
Colombia,COL,1976,10.6032
Colombia,COL,1977,11.4848385
Colombia,COL,1978,13.537194
Colombia,COL,1979,14.030279
Colombia,COL,1980,14.874872
Colombia,COL,1981,15.836197
Colombia,COL,1982,16.595425
Colombia,COL,1983,17.440994
Colombia,COL,1984,17.094826
Colombia,COL,1985,16.601374
Colombia,COL,1986,16.120287
Colombia,COL,1987,14.978355
Colombia,COL,1988,15.045568
Colombia,COL,1989,13.633655
Colombia,COL,1990,14.82071
Colombia,COL,1991,14.887011
Colombia,COL,1992,14.139631
Colombia,COL,1993,13.490279
Colombia,COL,1994,12.325466
Colombia,COL,1995,12.811038
Colombia,COL,1996,13.399555
Colombia,COL,1997,16.58241
Colombia,COL,1998,19.013632
Colombia,COL,1999,17.62573
Colombia,COL,2000,18.256184
Colombia,COL,2001,18.742994
Colombia,COL,2002,18.9271
Colombia,COL,2003,17.809328
Colombia,COL,2004,18.068533
Colombia,COL,2005,19.283024
Colombia,COL,2006,17.525686
Colombia,COL,2007,18.256844
Colombia,COL,2008,17.810211
Colombia,COL,2009,20.752075
Colombia,COL,2010,20.59613
Colombia,COL,2011,19.186653
Colombia,COL,2012,20.05771
Colombia,COL,2013,21.600824
Colombia,COL,2014,22.296076
Colombia,COL,2015,23.193333
Colombia,COL,2016,22.159555
Colombia,COL,2017,21.521713
Colombia,COL,2018,22.796404
Colombia,COL,2019,22.853245
Colombia,COL,2020,25.600927
Colombia,COL,2021,21.98617
Colombia,COL,2022,20.653429
Croatia,HRV,1990,25.315159
Croatia,HRV,1991,28.20877
Croatia,HRV,1992,30.426533
Croatia,HRV,1993,30.793629
Croatia,HRV,1994,28.680244
Croatia,HRV,1995,25.606247
Croatia,HRV,1996,26.747635
Croatia,HRV,1997,27.988556
Croatia,HRV,1998,25.440758
Croatia,HRV,1999,24.940147
Croatia,HRV,2000,26.613722
Croatia,HRV,2001,26.522926
Croatia,HRV,2002,27.126968
Croatia,HRV,2003,25.773
Croatia,HRV,2004,25.708393
Croatia,HRV,2005,25.147469
Croatia,HRV,2006,25.177649
Croatia,HRV,2007,28.795341
Croatia,HRV,2008,28.06335
Croatia,HRV,2009,26.24679
Croatia,HRV,2010,28.27727
Croatia,HRV,2011,31.648714
Croatia,HRV,2012,32.040813
Croatia,HRV,2013,27.622684
Croatia,HRV,2014,24.462055
Croatia,HRV,2015,26.601124
Croatia,HRV,2016,26.647717
Croatia,HRV,2017,30.59256
Croatia,HRV,2018,27.157953
Croatia,HRV,2019,29.204142
Croatia,HRV,2020,32.13897
Croatia,HRV,2021,28.73686
Croatia,HRV,2022,25.76465
Czechia,CZE,1965,0.9152517
Czechia,CZE,1966,0.950751
Czechia,CZE,1967,1.1600956
Czechia,CZE,1968,1.3716967
Czechia,CZE,1969,1.4428335
Czechia,CZE,1970,1.5207692
Czechia,CZE,1971,1.7979015
Czechia,CZE,1972,1.9413826
Czechia,CZE,1973,2.119466
Czechia,CZE,1974,2.55669
Czechia,CZE,1975,2.8121521
Czechia,CZE,1976,3.0205357
Czechia,CZE,1977,3.3234317
Czechia,CZE,1978,3.672589
Czechia,CZE,1979,4.077424
Czechia,CZE,1980,4.850116
Czechia,CZE,1981,4.9020224
Czechia,CZE,1982,5.254107
Czechia,CZE,1983,6.154612
Czechia,CZE,1984,6.339856
Czechia,CZE,1985,7.7692375
Czechia,CZE,1986,8.119289
Czechia,CZE,1987,8.657569
Czechia,CZE,1988,8.674756
Czechia,CZE,1989,9.235494
Czechia,CZE,1990,11.162581
Czechia,CZE,1991,11.833827
Czechia,CZE,1992,13.965503
Czechia,CZE,1993,14.392887
Czechia,CZE,1994,14.432494
Czechia,CZE,1995,15.671136
Czechia,CZE,1996,17.435509
Czechia,CZE,1997,18.491615
Czechia,CZE,1998,19.087292
Czechia,CZE,1999,20.014055
Czechia,CZE,2000,18.382732
Czechia,CZE,2001,19.249823
Czechia,CZE,2002,18.54572
Czechia,CZE,2003,17.725143
Czechia,CZE,2004,17.159725
Czechia,CZE,2005,17.241241
Czechia,CZE,2006,16.679922
Czechia,CZE,2007,16.074974
Czechia,CZE,2008,16.243223
Czechia,CZE,2009,16.057577
Czechia,CZE,2010,18.270988
Czechia,CZE,2011,15.775763
Czechia,CZE,2012,15.965235
Czechia,CZE,2013,16.47966
Czechia,CZE,2014,14.980732
Czechia,CZE,2015,16.016993
Czechia,CZE,2016,17.571999
Czechia,CZE,2017,17.071127
Czechia,CZE,2018,16.32402
Czechia,CZE,2019,17.419748
Czechia,CZE,2020,19.12114
Czechia,CZE,2021,19.44045
Czechia,CZE,2022,15.888047
Denmark,DNK,1983,0.076769896
Denmark,DNK,1984,0.6094514
Denmark,DNK,1985,3.0822845
Denmark,DNK,1986,5.3753643
Denmark,DNK,1987,7.0765815
Denmark,DNK,1988,8.725709
Denmark,DNK,1989,10.083496
Denmark,DNK,1990,10.42185
Denmark,DNK,1991,10.433939
Denmark,DNK,1992,11.711098
Denmark,DNK,1993,12.411091
Denmark,DNK,1994,12.931779
Denmark,DNK,1995,15.246801
Denmark,DNK,1996,15.093693
Denmark,DNK,1997,17.38375
Denmark,DNK,1998,19.432268
Denmark,DNK,1999,21.009516
Denmark,DNK,2000,21.570894
Denmark,DNK,2001,22.475195
Denmark,DNK,2002,22.731451
Denmark,DNK,2003,21.317492
Denmark,DNK,2004,22.4084
Denmark,DNK,2005,22.849646
Denmark,DNK,2006,21.061525
Denmark,DNK,2007,19.90063
Denmark,DNK,2008,21.05543
Denmark,DNK,2009,21.357328
Denmark,DNK,2010,22.74293
Denmark,DNK,2011,20.300276
Denmark,DNK,2012,20.383776
Denmark,DNK,2013,18.431599
Denmark,DNK,2014,16.44703
Denmark,DNK,2015,16.98609
Denmark,DNK,2016,17.010063
Denmark,DNK,2017,16.17552
Denmark,DNK,2018,15.898164
Denmark,DNK,2019,15.086993
Denmark,DNK,2020,13.569713
Denmark,DNK,2021,12.5897665
Denmark,DNK,2022,8.968372
Eastern Africa (EI),,1966,0.007754191
Eastern Africa (EI),,1967,0.0074689225
Eastern Africa (EI),,1968,0.007213051
Eastern Africa (EI),,1969,0.0067137093
Eastern Africa (EI),,1970,0.0059693577
Eastern Africa (EI),,1971,0.0059305006
Eastern Africa (EI),,1972,0.0057292357
Eastern Africa (EI),,1973,0.0054160585
Eastern Africa (EI),,1974,0.0051927897
Eastern Africa (EI),,1975,0.005290847
Eastern Africa (EI),,1976,0.004894628
Eastern Africa (EI),,1977,0.004836787
Eastern Africa (EI),,1978,0.0049542044
Eastern Africa (EI),,1979,0.0052085263
Eastern Africa (EI),,1980,0.0054860343
Eastern Africa (EI),,1981,0.0052958303
Eastern Africa (EI),,1982,0.005673887
Eastern Africa (EI),,1983,0.005489949
Eastern Africa (EI),,1984,0.0021361208
Eastern Africa (EI),,1985,0.0019028805
Eastern Africa (EI),,1986,0.0012494845
Eastern Africa (EI),,1987,0.00050028
Eastern Africa (EI),,1988,0.00080595526
Eastern Africa (EI),,1989,0.00057828927
Eastern Africa (EI),,1990,0.00061756984
Eastern Africa (EI),,1991,0.0005364616
Eastern Africa (EI),,1992,0.0013092767
Eastern Africa (EI),,1993,0.0013161447
Eastern Africa (EI),,1994,0.0013195875
Eastern Africa (EI),,1995,0.0020092751
Eastern Africa (EI),,1996,0.0020260727
Eastern Africa (EI),,1997,0.0021941564
Eastern Africa (EI),,1998,0.004860831
Eastern Africa (EI),,1999,0.006792209
Eastern Africa (EI),,2000,0.008152108
Eastern Africa (EI),,2001,0.0069000423
Eastern Africa (EI),,2002,0.008388093
Eastern Africa (EI),,2003,0.009374647
Eastern Africa (EI),,2004,0.37410966
Eastern Africa (EI),,2005,1.1944064
Eastern Africa (EI),,2006,1.4231977
Eastern Africa (EI),,2007,1.5065131
Eastern Africa (EI),,2008,1.6152037
Eastern Africa (EI),,2009,1.7955968
Eastern Africa (EI),,2010,1.9181252
Eastern Africa (EI),,2011,2.0834854
Eastern Africa (EI),,2012,2.2931862
Eastern Africa (EI),,2013,2.1977122
Eastern Africa (EI),,2014,2.2031984
Eastern Africa (EI),,2015,2.7408602
Eastern Africa (EI),,2016,3.5019882
Eastern Africa (EI),,2017,3.2368808
Eastern Africa (EI),,2018,3.2178535
Eastern Africa (EI),,2019,3.6363316
Eastern Africa (EI),,2020,3.6221073
Eastern Africa (EI),,2021,3.8936749
Eastern Africa (EI),,2022,4.035152
Ecuador,ECU,1990,3.2312696
Ecuador,ECU,1991,3.5889163
Ecuador,ECU,1992,3.6205118
Ecuador,ECU,1993,4.0224576
Ecuador,ECU,1994,3.3386655
Ecuador,ECU,1995,3.4098306
Ecuador,ECU,1996,3.1792593
Ecuador,ECU,1997,2.6022608
Ecuador,ECU,1998,2.6369689
Ecuador,ECU,1999,2.7220545
Ecuador,ECU,2000,3.138449
Ecuador,ECU,2001,3.1532865
Ecuador,ECU,2002,1.2719386
Ecuador,ECU,2003,2.167631
Ecuador,ECU,2004,4.7160187
Ecuador,ECU,2005,4.5746183
Ecuador,ECU,2006,4.7259965
Ecuador,ECU,2007,4.0731506
Ecuador,ECU,2008,3.481112
Ecuador,ECU,2009,4.204917
Ecuador,ECU,2010,3.9879208
Ecuador,ECU,2011,3.4058657
Ecuador,ECU,2012,4.3060646
Ecuador,ECU,2013,4.7417173
Ecuador,ECU,2014,4.627373
Ecuador,ECU,2015,4.3661265
Ecuador,ECU,2016,4.729407
Ecuador,ECU,2017,4.2291822
Ecuador,ECU,2018,3.5332675
Ecuador,ECU,2019,3.079973
Ecuador,ECU,2020,3.0241063
Ecuador,ECU,2021,2.7427356
Ecuador,ECU,2022,2.5134647
Egypt,EGY,1965,0.5144531
Egypt,EGY,1966,0.55876493
Egypt,EGY,1967,0.6526624
Egypt,EGY,1968,0.60481894
Egypt,EGY,1969,0.93134373
Egypt,EGY,1970,0.8947942
Egypt,EGY,1971,0.87043476
Egypt,EGY,1972,0.65526414
Egypt,EGY,1973,0.5565687
Egypt,EGY,1974,0.5154532
Egypt,EGY,1975,0.38720483
Egypt,EGY,1976,2.4609075
Egypt,EGY,1977,2.7453713
Egypt,EGY,1978,4.1810045
Egypt,EGY,1979,5.7931542
Egypt,EGY,1980,9.913201
Egypt,EGY,1981,9.740958
Egypt,EGY,1982,9.553489
Egypt,EGY,1983,10.35934
Egypt,EGY,1984,12.201511
Egypt,EGY,1985,14.429476
Egypt,EGY,1986,16.255518
Egypt,EGY,1987,16.948929
Egypt,EGY,1988,18.405432
Egypt,EGY,1989,19.529175
Egypt,EGY,1990,19.848991
Egypt,EGY,1991,22.04536
Egypt,EGY,1992,24.073164
Egypt,EGY,1993,27.656578
Egypt,EGY,1994,27.9507
Egypt,EGY,1995,27.6997
Egypt,EGY,1996,27.125793
Egypt,EGY,1997,26.84181
Egypt,EGY,1998,26.356304
Egypt,EGY,1999,29.400879
Egypt,EGY,2000,33.859043
Egypt,EGY,2001,39.744984
Egypt,EGY,2002,41.796814
Egypt,EGY,2003,44.25173
Egypt,EGY,2004,44.73437
Egypt,EGY,2005,43.48624
Egypt,EGY,2006,47.690926
Egypt,EGY,2007,47.058975
Egypt,EGY,2008,47.25499
Egypt,EGY,2009,47.517826
Egypt,EGY,2010,48.506092
Egypt,EGY,2011,50.911747
Egypt,EGY,2012,51.924038
Egypt,EGY,2013,51.13017
Egypt,EGY,2014,48.3517
Egypt,EGY,2015,47.35804
Egypt,EGY,2016,48.12299
Egypt,EGY,2017,52.475857
Egypt,EGY,2018,55.844532
Egypt,EGY,2019,56.35128
Egypt,EGY,2020,59.272266
Egypt,EGY,2021,59.027355
Egypt,EGY,2022,54.9519
Estonia,EST,1985,8.852682
Estonia,EST,1986,8.084601
Estonia,EST,1987,8.628444
Estonia,EST,1988,9.453421
Estonia,EST,1989,9.173293
Estonia,EST,1990,11.143054
Estonia,EST,1991,12.227785
Estonia,EST,1992,10.253663
Estonia,EST,1993,6.120267
Estonia,EST,1994,8.667717
Estonia,EST,1995,10.897483
Estonia,EST,1996,11.317548
Estonia,EST,1997,11.163731
Estonia,EST,1998,11.811874
Estonia,EST,1999,12.463486
Estonia,EST,2000,13.875782
Estonia,EST,2001,14.284407
Estonia,EST,2002,12.027418
Estonia,EST,2003,12.588718
Estonia,EST,2004,14.052587
Estonia,EST,2005,14.426559
Estonia,EST,2006,14.759062
Estonia,EST,2007,12.667566
Estonia,EST,2008,13.206299
Estonia,EST,2009,10.401108
Estonia,EST,2010,8.943429
Estonia,EST,2011,8.022175
Estonia,EST,2012,8.631956
Estonia,EST,2013,8.331116
Estonia,EST,2014,6.8307123
Estonia,EST,2015,6.6176085
Estonia,EST,2016,7.0386314
Estonia,EST,2017,6.2289863
Estonia,EST,2018,6.425189
Estonia,EST,2019,7.4256673
Estonia,EST,2020,7.315523
Estonia,EST,2021,7.8914976
Estonia,EST,2022,5.8722224
Europe,,1965,8.295647
Europe,,1966,8.915252
Europe,,1967,9.663676
Europe,,1968,10.393523
Europe,,1969,11.092167
Europe,,1970,12.065177
Europe,,1971,13.337464
Europe,,1972,14.203543
Europe,,1973,14.930397
Europe,,1974,16.124748
Europe,,1975,17.265888
Europe,,1976,18.013407
Europe,,1977,18.596994
Europe,,1978,18.861261
Europe,,1979,19.31195
Europe,,1980,19.772875
Europe,,1981,20.498356
Europe,,1982,21.330994
Europe,,1983,22.288774
Europe,,1984,23.232811
Europe,,1985,22.97111
Europe,,1986,22.991331
Europe,,1987,23.639097
Europe,,1988,24.098946
Europe,,1989,24.623604
Europe,,1990,25.796738
Europe,,1991,26.616842
Europe,,1992,26.47668
Europe,,1993,27.423582
Europe,,1994,27.27573
Europe,,1995,27.656412
Europe,,1996,29.159874
Europe,,1997,28.294092
Europe,,1998,28.837915
Europe,,1999,29.46035
Europe,,2000,29.794403
Europe,,2001,29.85522
Europe,,2002,30.222828
Europe,,2003,30.688318
Europe,,2004,31.119495
Europe,,2005,31.548496
Europe,,2006,31.517935
Europe,,2007,31.674326
Europe,,2008,31.818844
Europe,,2009,31.370735
Europe,,2010,32.51496
Europe,,2011,31.710217
Europe,,2012,31.034126
Europe,,2013,30.866354
Europe,,2014,29.805044
Europe,,2015,29.709112
Europe,,2016,30.706516
Europe,,2017,31.317251
Europe,,2018,31.51134
Europe,,2019,32.036
Europe,,2020,32.786736
Europe,,2021,33.45464
Europe,,2022,30.621857
Europe (EI),,1965,3.0545683
Europe (EI),,1966,3.3565059
Europe (EI),,1967,3.9071727
Europe (EI),,1968,4.745449
Europe (EI),,1969,5.7077546
Europe (EI),,1970,6.7676454
Europe (EI),,1971,8.114891
Europe (EI),,1972,9.428195
Europe (EI),,1973,10.133151
Europe (EI),,1974,11.633497
Europe (EI),,1975,12.614334
Europe (EI),,1976,12.981665
Europe (EI),,1977,13.3628025
Europe (EI),,1978,13.38896
Europe (EI),,1979,13.626289
Europe (EI),,1980,13.95848
Europe (EI),,1981,14.182123
Europe (EI),,1982,14.17692
Europe (EI),,1983,14.604431
Europe (EI),,1984,14.907988
Europe (EI),,1985,16.89848
Europe (EI),,1986,17.046175
Europe (EI),,1987,17.44126
Europe (EI),,1988,17.402124
Europe (EI),,1989,17.956806
Europe (EI),,1990,19.182222
Europe (EI),,1991,19.661007
Europe (EI),,1992,19.209507
Europe (EI),,1993,19.635298
Europe (EI),,1994,19.471788
Europe (EI),,1995,20.157995
Europe (EI),,1996,21.80424
Europe (EI),,1997,21.365677
Europe (EI),,1998,21.496504
Europe (EI),,1999,22.485115
Europe (EI),,2000,22.820906
Europe (EI),,2001,23.016638
Europe (EI),,2002,23.19074
Europe (EI),,2003,23.813843
Europe (EI),,2004,24.024395
Europe (EI),,2005,24.533926
Europe (EI),,2006,24.143175
Europe (EI),,2007,24.13904
Europe (EI),,2008,24.607761
Europe (EI),,2009,24.122757
Europe (EI),,2010,25.05065
Europe (EI),,2011,23.897257
Europe (EI),,2012,23.337746
Europe (EI),,2013,23.087349
Europe (EI),,2014,21.621801
Europe (EI),,2015,21.798376
Europe (EI),,2016,22.726736
Europe (EI),,2017,23.377422
Europe (EI),,2018,22.884264
Europe (EI),,2019,23.533566
Europe (EI),,2020,24.609512
Europe (EI),,2021,24.86561
Europe (EI),,2022,22.49885
European Union (27),,1965,3.898352
European Union (27),,1966,4.2777452
European Union (27),,1967,4.914818
European Union (27),,1968,5.82034
European Union (27),,1969,6.7557254
European Union (27),,1970,7.6231995
European Union (27),,1971,8.74934
European Union (27),,1972,9.81958
European Union (27),,1973,10.66352
European Union (27),,1974,12.061035
European Union (27),,1975,13.068724
European Union (27),,1976,13.437221
European Union (27),,1977,13.793692
European Union (27),,1978,13.762797
European Union (27),,1979,13.89485
European Union (27),,1980,14.081201
European Union (27),,1981,14.2673645
European Union (27),,1982,14.221515
European Union (27),,1983,14.693673
European Union (27),,1984,14.995991
European Union (27),,1985,14.962994
European Union (27),,1986,14.963818
European Union (27),,1987,15.429932
European Union (27),,1988,15.286732
European Union (27),,1989,15.783894
European Union (27),,1990,16.653679
European Union (27),,1991,17.125463
European Union (27),,1992,16.882492
European Union (27),,1993,17.3569
European Union (27),,1994,17.207468
European Union (27),,1995,18.191216
European Union (27),,1996,19.174974
European Union (27),,1997,18.73374
European Union (27),,1998,19.05313
European Union (27),,1999,19.62203
European Union (27),,2000,19.938879
European Union (27),,2001,20.225574
European Union (27),,2002,20.510397
European Union (27),,2003,21.201727
European Union (27),,2004,21.469393
European Union (27),,2005,22.199955
European Union (27),,2006,21.960276
European Union (27),,2007,21.867275
European Union (27),,2008,22.413727
European Union (27),,2009,22.38692
European Union (27),,2010,23.125412
European Union (27),,2011,21.941624
European Union (27),,2012,21.77298
European Union (27),,2013,21.507044
European Union (27),,2014,19.700321
European Union (27),,2015,20.33344
European Union (27),,2016,21.381235
European Union (27),,2017,22.070599
European Union (27),,2018,21.679932
European Union (27),,2019,22.845472
European Union (27),,2020,23.892712
European Union (27),,2021,23.710176
European Union (27),,2022,21.24631
Finland,FIN,1974,2.1373756
Finland,FIN,1975,3.4816358
Finland,FIN,1976,3.8467855
Finland,FIN,1977,3.6992154
Finland,FIN,1978,3.8806472
Finland,FIN,1979,3.5770462
Finland,FIN,1980,3.3799827
Finland,FIN,1981,2.6636403
Finland,FIN,1982,2.547745
Finland,FIN,1983,2.494688
Finland,FIN,1984,2.7420783
Finland,FIN,1985,3.3161328
Finland,FIN,1986,3.9692614
Finland,FIN,1987,4.9859447
Finland,FIN,1988,5.398456
Finland,FIN,1989,7.048431
Finland,FIN,1990,7.7989435
Finland,FIN,1991,8.033066
Finland,FIN,1992,8.368845
Finland,FIN,1993,8.574157
Finland,FIN,1994,9.015752
Finland,FIN,1995,9.821854
Finland,FIN,1996,9.83929
Finland,FIN,1997,9.546018
Finland,FIN,1998,10.579817
Finland,FIN,1999,10.802208
Finland,FIN,2000,10.9743595
Finland,FIN,2001,11.654604
Finland,FIN,2002,11.514011
Finland,FIN,2003,11.900912
Finland,FIN,2004,11.514188
Finland,FIN,2005,11.587267
Finland,FIN,2006,11.545916
Finland,FIN,2007,10.717114
Finland,FIN,2008,11.365281
Finland,FIN,2009,10.952637
Finland,FIN,2010,11.123363
Finland,FIN,2011,10.322274
Finland,FIN,2012,9.382928
Finland,FIN,2013,8.69123
Finland,FIN,2014,8.051796
Finland,FIN,2015,6.9562397
Finland,FIN,2016,6.009479
Finland,FIN,2017,5.6000233
Finland,FIN,2018,6.2942476
Finland,FIN,2019,6.220179
Finland,FIN,2020,6.615656
Finland,FIN,2021,6.4967127
Finland,FIN,2022,3.3134408
France,FRA,1965,3.821385
France,FRA,1966,3.9361696
France,FRA,1967,4.227881
France,FRA,1968,4.7894936
France,FRA,1969,5.0503483
France,FRA,1970,5.297713
France,FRA,1971,6.039363
France,FRA,1972,6.680723
France,FRA,1973,7.2169313
France,FRA,1974,7.6724024
France,FRA,1975,9.083439
France,FRA,1976,9.167214
France,FRA,1977,9.444358
France,FRA,1978,9.643422
France,FRA,1979,10.377276
France,FRA,1980,10.9102745
France,FRA,1981,11.191832
France,FRA,1982,11.168788
France,FRA,1983,11.608472
France,FRA,1984,11.452924
France,FRA,1985,11.875638
France,FRA,1986,11.65333
France,FRA,1987,11.577207
France,FRA,1988,11.367465
France,FRA,1989,10.983596
France,FRA,1990,11.390905
France,FRA,1991,11.739722
France,FRA,1992,11.618415
France,FRA,1993,11.880342
France,FRA,1994,11.482967
France,FRA,1995,11.939651
France,FRA,1996,12.722433
France,FRA,1997,12.365751
France,FRA,1998,12.889022
France,FRA,1999,12.913449
France,FRA,2000,13.386613
France,FRA,2001,13.883167
France,FRA,2002,14.003451
France,FRA,2003,14.538773
